lambda_nm,intensity
7.048892822265625000e+02,2.900019474327564240e-02
7.051389770507812500e+02,2.622258290648460388e-02
7.053886718750000000e+02,2.300770394504070282e-02
7.056384277343750000e+02,2.065351791679859161e-02
7.058881835937500000e+02,1.986151561141014099e-02
7.061378784179687500e+02,2.002141997218132019e-02
7.063876342773437500e+02,1.923317648470401764e-02
7.066373291015625000e+02,1.733228377997875214e-02
7.068870849609375000e+02,1.682178489863872528e-02
7.071367797851562500e+02,1.628601737320423126e-02
7.073865356445312500e+02,1.597407460212707520e-02
7.076362304687500000e+02,1.603692397475242615e-02
7.078859863281250000e+02,1.597585156559944153e-02
7.081356811523437500e+02,1.607945375144481659e-02
7.083854370117187500e+02,1.591441221535205841e-02
7.086351318359375000e+02,1.652174070477485657e-02
7.088848876953125000e+02,1.715523377060890198e-02
7.091346435546875000e+02,1.635323278605937958e-02
7.093843383789062500e+02,1.517838425934314728e-02
7.096340332031250000e+02,1.406964566558599472e-02
7.098837890625000000e+02,1.350734196603298187e-02
7.101335449218750000e+02,1.371704880148172379e-02
7.103832397460937500e+02,1.388639770448207855e-02
7.106329345703125000e+02,1.402888726443052292e-02
7.108826904296875000e+02,1.381822396069765091e-02
7.111324462890625000e+02,1.362415123730897903e-02
7.113821411132812500e+02,1.372841745615005493e-02
7.116318359375000000e+02,1.384634990245103836e-02
7.118815917968750000e+02,1.389115676283836365e-02
7.121313476562500000e+02,1.388283446431159973e-02
7.123810424804687500e+02,1.354596111923456192e-02
7.126307373046875000e+02,1.357306912541389465e-02
7.128804931640625000e+02,1.371863670647144318e-02
7.131302490234375000e+02,1.323129888623952866e-02
7.133799438476562500e+02,1.343935914337635040e-02
7.136296997070312500e+02,1.412841025739908218e-02
7.138793945312500000e+02,1.478264946490526199e-02
7.141291503906250000e+02,1.486317161470651627e-02
7.143788452148437500e+02,1.397836580872535706e-02
7.146286010742187500e+02,1.330211665481328964e-02
7.148782958984375000e+02,1.360076945275068283e-02
7.151280517578125000e+02,1.405822113156318665e-02
7.153777465820312500e+02,1.344926096498966217e-02
7.156275024414062500e+02,1.354861631989479065e-02
7.158771972656250000e+02,1.378532219678163528e-02
7.161269531250000000e+02,1.309986785054206848e-02
7.163767089843750000e+02,1.231647282838821411e-02
7.166264038085937500e+02,1.193430740386247635e-02
7.168760986328125000e+02,1.193426549434661865e-02
7.171258544921875000e+02,1.232701074331998825e-02
7.173756103515625000e+02,1.267591211944818497e-02
7.176253051757812500e+02,1.245025359094142914e-02
7.178750000000000000e+02,1.223945803940296173e-02
7.181247558593750000e+02,1.210941001772880554e-02
7.183745117187500000e+02,1.200117636471986771e-02
7.186242065429687500e+02,1.210512593388557434e-02
7.188739624023437500e+02,1.235942076891660690e-02
7.191236572265625000e+02,1.267385669052600861e-02
7.193734130859375000e+02,1.231104135513305664e-02
7.196231079101562500e+02,1.204292196780443192e-02
7.198728027343750000e+02,1.205898541957139969e-02
7.201225585937500000e+02,1.072823815047740936e-02
7.203723144531250000e+02,1.055390574038028717e-02
7.206220092773437500e+02,1.061854045838117599e-02
7.208717041015625000e+02,1.023690495640039444e-02
7.211214599609375000e+02,1.056937780231237411e-02
7.213712158203125000e+02,1.125909015536308289e-02
7.216209106445312500e+02,1.216257363557815552e-02
7.218706665039062500e+02,1.240130700170993805e-02
7.221203613281250000e+02,1.217192132025957108e-02
7.223701171875000000e+02,1.179328188300132751e-02
7.226198730468750000e+02,1.020434126257896423e-02
7.228695678710937500e+02,8.886961266398429871e-03
7.231192626953125000e+02,1.007034350186586380e-02
7.233690185546875000e+02,1.173042692244052887e-02
7.236187744140625000e+02,1.154057681560516357e-02
7.238684692382812500e+02,1.076981052756309509e-02
7.241181640625000000e+02,1.038423459976911545e-02
7.243679199218750000e+02,1.057220995426177979e-02
7.246176757812500000e+02,1.045348495244979858e-02
7.248673706054687500e+02,1.051331218332052231e-02
7.251170654296875000e+02,1.060912851244211197e-02
7.253668212890625000e+02,1.050675287842750549e-02
7.256165771484375000e+02,1.003529224544763565e-02
